srclang,trglang,srcIndex,segmentId,judgeID,system1Id,system1rank,system2Id,system2rank,rankingID,diffranks
eng,fin,6,6,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,15502,-1
eng,fin,6,6,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,16412,-1
eng,fin,8,8,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,16408,-1
eng,fin,15,15,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,9604,-2
eng,fin,18,18,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,2,15557,-2
eng,fin,18,18,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,2,16293,-1
eng,fin,24,24,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,16461,0
eng,fin,29,29,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,2,15261,-2
eng,fin,31,31,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,4,15798,3
eng,fin,33,33,judge77,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,4435,2
eng,fin,33,33,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,4492,1
eng,fin,34,34,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,4,15509,3
eng,fin,35,35,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15605,0
eng,fin,36,36,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15922,2
eng,fin,36,36,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,16465,2
eng,fin,37,37,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15923,3
eng,fin,37,37,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,16466,4
eng,fin,38,38,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,2,6811,1
eng,fin,39,39,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,4,15966,-1
eng,fin,41,41,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,4,6955,3
eng,fin,41,41,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15330,0
eng,fin,48,48,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15632,0
eng,fin,53,53,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15438,3
eng,fin,54,54,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,1697,-2
eng,fin,54,54,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,2,15439,-1
eng,fin,55,55,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,2,4293,-3
eng,fin,61,61,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,16351,-1
eng,fin,66,66,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,6909,1
eng,fin,66,66,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15677,3
eng,fin,70,70,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,2,15250,1
eng,fin,74,74,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15425,4
eng,fin,75,75,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,9601,-3
eng,fin,75,75,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,16404,1
eng,fin,76,76,judge14,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,4283,4
eng,fin,76,76,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,9400,3
eng,fin,76,76,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,16405,4
eng,fin,77,77,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,16392,-3
eng,fin,79,79,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,16426,-2
eng,fin,87,87,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,16323,-4
eng,fin,90,90,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,4,1784,1
eng,fin,90,90,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,16014,2
eng,fin,90,90,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,16325,3
eng,fin,91,91,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,4,16082,3
eng,fin,93,93,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,16227,0
eng,fin,96,96,judge14,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,4409,-1
eng,fin,96,96,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,16224,0
eng,fin,100,100,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15295,4
eng,fin,106,106,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15849,3
eng,fin,107,107,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15795,2
eng,fin,107,107,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15850,1
eng,fin,112,112,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,2,15353,-2
eng,fin,113,113,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,9456,-2
eng,fin,117,117,judge14,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,4269,1
eng,fin,117,117,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,15778,2
eng,fin,122,122,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,16147,0
eng,fin,124,124,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,16148,-2
eng,fin,126,126,judge14,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,9524,-2
eng,fin,134,134,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,4,15419,1
eng,fin,135,135,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,2,15621,-3
eng,fin,136,136,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,1726,0
eng,fin,137,137,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15550,0
eng,fin,142,142,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,2,15724,-3
eng,fin,147,147,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15916,0
eng,fin,151,151,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,15718,0
eng,fin,152,152,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15841,3
eng,fin,163,163,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15610,4
eng,fin,168,168,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,4,15705,-1
eng,fin,171,171,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,4,15285,-1
eng,fin,171,171,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,4,15833,-1
eng,fin,173,173,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15771,0
eng,fin,175,175,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,2,127,-1
eng,fin,175,175,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,190,-1
eng,fin,175,175,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,16060,-1
eng,fin,177,177,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,16385,-1
eng,fin,181,181,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,4,15655,-1
eng,fin,183,183,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15459,0
eng,fin,188,188,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,15355,-3
eng,fin,189,189,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,1691,-1
eng,fin,189,189,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,2,1961,-2
eng,fin,189,189,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,15356,-2
eng,fin,189,189,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,15712,-2
eng,fin,190,190,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,2,1743,-1
eng,fin,190,190,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,15636,-1
eng,fin,193,193,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,6893,-1
eng,fin,193,193,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,9471,-2
eng,fin,193,193,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,15637,-2
eng,fin,193,193,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,16241,-3
eng,fin,194,194,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,4,16416,2
eng,fin,201,201,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,15259,1
eng,fin,201,201,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,16026,0
eng,fin,202,202,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,9532,1
eng,fin,202,202,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,16027,4
eng,fin,207,207,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15703,1
eng,fin,207,207,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,4,15918,1
eng,fin,214,214,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,16124,4
eng,fin,215,215,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,2,15722,-3
eng,fin,217,217,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,16430,1
eng,fin,218,218,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,15380,1
eng,fin,222,222,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,7006,1
eng,fin,223,223,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,9396,3
eng,fin,223,223,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,16338,1
eng,fin,224,224,judge14,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,15786,2
eng,fin,228,228,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,16010,2
eng,fin,233,233,judge14,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,4257,1
eng,fin,233,233,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,4497,-2
eng,fin,237,237,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,4458,4
eng,fin,237,237,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,15406,-2
eng,fin,237,237,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,2,16370,-2
eng,fin,241,241,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,15310,2
eng,fin,241,241,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,2,16052,1
eng,fin,242,242,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,4,15892,3
eng,fin,247,247,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,4,1938,3
eng,fin,247,247,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,4,16019,3
eng,fin,251,251,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15937,0
eng,fin,252,252,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,15540,2
eng,fin,253,253,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,1808,-3
eng,fin,257,257,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,16363,-1
eng,fin,265,265,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,15794,-1
eng,fin,269,269,judge77,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,1791,0
eng,fin,270,270,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,16098,-2
eng,fin,271,271,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,2,9444,1
eng,fin,273,273,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15614,3
eng,fin,279,279,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,9478,-2
eng,fin,279,279,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,15618,-2
eng,fin,281,281,judge14,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,15588,-3
eng,fin,287,287,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15601,2
eng,fin,291,291,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,16090,-1
eng,fin,291,291,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,2,16166,-1
eng,fin,292,292,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,15346,-1
eng,fin,295,295,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15282,4
eng,fin,295,295,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,4,15866,3
eng,fin,298,298,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,3,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,1,6747,-2
eng,fin,299,299,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,9557,2
eng,fin,299,299,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,9641,3
eng,fin,299,299,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15834,3
eng,fin,310,310,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,2,15366,-2
eng,fin,311,311,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,15746,-1
eng,fin,315,315,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,1757,-2
eng,fin,315,315,judge14,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,4270,1
eng,fin,316,316,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,16004,0
eng,fin,322,322,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,1836,0
eng,fin,322,322,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,16182,0
eng,fin,323,323,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,16183,0
eng,fin,324,324,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,16184,-2
eng,fin,327,327,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15929,0
eng,fin,331,331,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15913,4
eng,fin,331,331,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,4,16257,2
eng,fin,332,332,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,4,15914,2
eng,fin,332,332,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,4,16212,2
eng,fin,332,332,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,16258,2
eng,fin,339,339,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15965,3
eng,fin,340,340,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,4,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,2,16113,-2
eng,fin,344,344,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15900,0
eng,fin,344,344,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,1,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,3,16115,2
eng,fin,347,347,judge13,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,4,15901,2
eng,fin,351,351,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,5,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,4,6950,-1
eng,fin,352,352,judge15,newstest2015.UU-unconstrained.3946.en-fi.txt,2,newstest2015.abumatran-uncons-combo.4121.en-fi.txt,5,15857,3
